season,player,pos,age,team_id,g,gs,mp_per_g,fg_per_g,fga_per_g,fg3_per_g,fg3a_per_g,fg2_per_g,fg2a_per_g,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pts_per_g,mp,orb_pct,per,stl_pct,tov_pct,trb_pct,ts_pct
1990,Anthony Bowie,SG,26,HOU,2,0,2,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,4,0,-13.3,0,0,0,0
1990,Randy Wittman,SF,30,IND,2,0,5.5,0,0.5,0,0,0,0.5,0,0.5,0.5,0,0,0,0,0,11,0,-1.8,0,0,5.6,0
1990,Jay Vincent,SF,30,LAL,3,0,2.7,0,0.7,0,0,0,0.7,0,0,0,0,0,0,0.7,0,8,0,-23.6,0,50,0,0
1989,Mike Brown,C,25,UTA,2,1,5.5,0,1,0,0,0,1,0,1,1,0,0,0,0,0,11,0,-7.5,0,0,9.4,0
1989,Chris Dudley,C,23,CLE,1,0,4,0,1,0,0,0,1,0,0,0,0,0,0,1,0,4,0,-26.7,0,50,0,0
1988,Charles Jones,PF,26,POR,2,0,1,0,0.5,0,0,0,0.5,0,0.5,0.5,0,0,0,0,0,2,0,-7.9,0,0,27.4,0
1987,Pete Myers,SG,23,CHI,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-35.2,0,0,0,0
1987,Fernando Martín,C,24,POR,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-32.1,0,0,0,0
1984,Foots Walker,PG,32,NJN,2,,2,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,4,0,-8.1,0,0,0,0
1983,Joel Kramer,C,27,PHO,2,,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,-10.3,0,0,0,0
1981,Len Elmore,C,28,MIL,4,,3,0,0.3,0,0,0,0.3,0,0,0,0,0,0,0.3,0,12,0,-12.1,0,50,0,0
1981,Jim Paxson,SG,23,POR,1,,4,0,3,0,0,0,3,0,0,0,0,0,0,0,0,4,0,-24.9,0,0,0,0
2022,Isaac Bonga,SF,22,TOR,1,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,2,3,0,30.3,0,0,20.5,1.136
2021,Jarrell Brantley,PF,24,UTA,2,0,1.5,0,0.5,0,0,0,0.5,0,0.5,0.5,0,0,0,0.5,0.5,3,0,-19.3,0,34.7,19.4,0.266
2021,Rayjon Tucker,PG,23,PHI,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3.5,0,0,0,0.568
2020,J.J. Barea,PG,35,DAL,1,0,5,0,1,0,0,0,1,0,0,0,0,0,0,1,3,5,0,4.4,0,30.1,0,0.647
2018,DeAndre Liggins,SG,29,NOP,3,0,4.7,0,0.3,0,0,0,0.3,0,0.3,0.3,0,0,0,0.7,0.3,14,0,-7.7,0,51.5,3.7,0.266
2017,Thabo Sefolosha,SF,32,ATL,4,0,2.3,0,0.3,0,0,0,0.3,0,0,0,0,0,0,0,0.3,9,0,-8,0,0,0,0.181
2015,Elton Brand,C,35,ATL,3,0,1.3,0,0.3,0,0,0,0.3,0,0.3,0.3,0,0,0,0,0.3,4,0,-12.7,0,0,13.4,0.266
2014,Jamaal Franklin,SG,22,MEM,2,0,2,0,1,0,0,0,1,0,0.5,0.5,0,0,0,0,0.5,4,0,-11.1,0,0,14,0.174
2012,Nikola Vučević,C,21,PHI,1,0,3,0,1,0,0,0,1,0,1,1,0,0,0,0,1,3,0,0.6,0,0,18.7,0.266
2012,Daniel Orton,PF,21,ORL,4,0,2.3,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,1,9,0,20,0,0,12.8,1.136
2011,Malik Allen,PF,32,ORL,1,0,7,0,1,0,0,0,1,0,1,1,0,0,0,0,1,7,0,-5.7,0,0,8.5,0.266
2010,Byron Mullens,PF,20,OKC,1,0,4,0,2,0,0,0,2,0,0,0,0,0,0,0,1,4,0,-13.7,0,0,0,0.174
2008,Shavlik Randolph,PF,24,PHI,2,0,2,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,1.5,4,0,17.4,0,0,0,0.543
2007,C.J. Miles,SG,19,UTA,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,9.5,0,0,0,0.568
2006,Kurt Thomas,C,33,PHO,1,0,6,0,0,0,0,0,0,0,1,1,0,0,0,0,1,6,0,1,0,0,10,0.568
2004,Jake Tsakalidis,C,24,MEM,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,0,-21.8,0,77.3,0,1.136
2001,Rick Brunson,PG,28,NYK,2,0,2,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0.5,1.5,4,0,9.1,0,26.6,0,0.543
1999,Tom Hammonds,PF,31,MIN,4,0,4.5,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0.3,1,18,0,6.2,0,36.2,6.3,1.136
1997,Don Reid,PF,23,DET,1,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,4,3,0,77.4,0,0,21.7,1.136
1996,Corliss Williamson,SF,22,SAC,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2,0,4.6,0,0,0,0.347
1994,Matt Geiger,C,24,MIA,2,0,5.5,0,1,0,0,0,1,0,2,2,0,0,0,0,0.5,11,0,0.7,0,0,20.1,0.174
1992,Alec Kessler,PF,25,MIA,2,0,6,0,1,0,0,0,1,0,0.5,0.5,0,0,0,0.5,1,12,0,-2.8,0,25.8,5.1,0.347
1992,Marty Conlon,C,24,SEA,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,2,1,0,67.7,0,0,62,0.532
1992,John Morton,SF,24,MIA,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,17.3,0,53.2,0,1.136
1990,Uwe Blab,C,27,SAS,2,0,2.5,0,0.5,0,0,0,0.5,0,1,1,0,0,0,0,1.5,5,0,13,0,0,21.4,0.412
1987,Dave Feitl,C,24,HOU,6,0,1.3,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0.3,8,0,12,0,0,7.1,1.136
1981,Michael Wiley,PF,23,SAS,3,,1.7,0,0.3,0,0,0,0.3,0,0,0,0,0,0,0,0.7,5,0,4.3,0,0,0,0.532
1980,Butch Lee,PG,23,LAL,3,,2,0,0,0,0,0,0,0,0.3,0.3,0,0,0,1,0.7,6,0,-12.3,0,77.3,8.9,1.136
2019,Damian Jones,C,23,GSW,4,1,2,0.3,0.3,0,0,0.3,0.3,0,0.5,0.5,0,0,0,0.3,0.8,8,0,2.7,0,34.7,14.4,0.798
2013,Dahntay Jones,SF,32,ATL,5,0,3.8,0.2,0.8,0,0,0.2,0.8,0,0.2,0.2,0,0,0,0.2,0.8,19,0,0.2,0,17,2.9,0.41
2012,Lazar Hayward,SF,25,OKC,5,0,3.6,0.4,0.6,0,0,0.4,0.6,0,0.8,0.8,0,0,0,0.2,0.8,18,0,6.2,0,25,13.3,0.667
2012,Von Wafer,SG,26,ORL,1,0,6,3,5,0,0,3,5,0,1,1,0,0,0,1,6,6,0,23.2,0,16.7,9.6,0.6
2009,Matt Carroll,SG,28,DAL,4,0,3.5,0.3,0.5,0,0,0.3,0.5,0,0.5,0.5,0,0,0,0.3,0.5,14,0,0.2,0,33.3,8.8,0.5
2008,Adonal Foyle,C,32,ORL,3,0,3.7,0.3,1,0,0,0.3,1,0,1,1,0,0,0,0.7,0.7,11,0,-6.9,0,40,16,0.333
2002,Jermaine Jackson,SG,25,TOR,4,0,3,0.5,0.8,0,0,0.5,0.8,0,0.3,0.3,0,0,0,0.8,1.5,12,0,-2.9,0,34.7,5.1,0.532
2002,Mitch Richmond,SG,36,LAL,2,0,2,0.5,0.5,0,0,0.5,0.5,0,0.5,0.5,0,0,0,0.5,1.5,4,0,20.4,0,34.7,13.8,0.798
2001,DeShawn Stevenson,SG,19,UTA,1,0,8,1,2,0,0,1,2,0,1,1,0,0,0,1,2,8,0,1.1,0,33.3,7.4,0.5
1996,James Edwards,C,40,CHI,6,0,4.7,0.7,1.5,0,0,0.7,1.5,0,0.7,0.7,0,0,0,0.2,1.8,28,0,4.8,0,8.5,8.7,0.511
1993,James Edwards,C,37,LAL,3,0,4.7,1,1.3,0,0,1,1.3,0,0.7,0.7,0,0,0,0.3,2,14,0,11,0,20,7.7,0.75
1993,Eric Anderson,PF,22,NYK,2,0,3,0.5,1,0,0,0.5,1,0,0.5,0.5,0,0,0,0.5,1,6,0,-3.5,0,33.3,10,0.5
1993,Terry Teagle,SG,32,HOU,5,0,2.4,0.4,1,0,0,0.4,1,0,0,0,0,0,0,0.6,0.8,12,0,-12.5,0,33.8,0,0.34
1993,Bobby Phills,SG,23,CLE,2,0,4.5,0.5,1.5,0,0,0.5,1.5,0,0,0,0,0,0,0.5,2,9,0,5.2,0,20.5,0,0.515
1993,Sam Mitchell,SF,29,IND,4,0,6.3,1.3,2,0,0,1.3,2,0,0.3,0.3,0,0,0,0.5,3,25,0,9.3,0,18.4,2.4,0.676
1992,Dave Feitl,C,29,NJN,1,0,3,1,2,0,0,1,2,0,1,1,0,0,0,1,2,3,0,2.9,0,33.3,17.8,0.5
1991,Stojko Vranković,C,27,BOS,1,0,4,1,1,0,0,1,1,0,2,2,0,0,0,1,2,4,0,1.4,0,41,28.5,0.694
1991,Walter Palmer,C,22,UTA,2,0,3,0.5,2,0,0,0.5,2,0,0.5,0.5,0,0,0,0.5,1,6,0,-19.7,0,20,9.5,0.25
1990,Lanard Copeland,SG,24,PHI,4,0,2.3,0.5,1.5,0,0,0.5,1.5,0,0.3,0.3,0,0,0,0.3,1,9,0,-3.7,0,14.3,6.7,0.333
1990,John Morton,SG,22,CLE,2,0,4.5,1,2.5,0,0,1,2.5,0,0,0,0,0,0,0.5,3,9,0,7.5,0,14.5,0,0.51
1989,Orlando Graham,PF,23,GSW,2,0,4,0.5,1,0,0,0.5,1,0,0.5,0.5,0,0,0,0.5,1.5,8,0,4.4,0,25.8,6.2,0.521
1989,Fennis Dembo,SF,23,DET,2,0,2,0.5,0.5,0,0,0.5,0.5,0,0,0,0,0,0,0.5,1,4,0,2.8,0,50,0,1
1989,Chris Welp,C,25,PHI,3,0,7.3,0.3,1,0,0,0.3,1,0,2.3,2.3,0,0,0,0.3,0.7,22,0,-3.9,0,20.5,17.7,0.258
1987,Buck Johnson,SF,23,HOU,5,0,2,0.4,1.2,0,0,0.4,1.2,0,0,0,0,0,0,0.4,0.8,10,0,-9.8,0,25,0,0.333
1986,Tony Campbell,SF,23,DET,2,0,8,2,5,0,0,2,5,0,1,1,0,0,0,0.5,4.5,16,0,2.4,0,8.4,6.8,0.414
1984,Jeff Lamp,SF,24,POR,3,,6.3,0.7,2,0,0,0.7,2,0,0,0,0,0,0,0.3,1.3,19,0,-2.1,0,14.3,0,0.333
2021,Trent Forrest,PG,22,UTA,4,0,2.5,0.5,1,0,0,0.5,1,0,0,0,0,0,0,0,1,10,0,7.9,0,0,0,0.5
2021,Ty-Shon Alexander,SG,22,PHO,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,2,1,0,79,0,0,0,1
2021,Luke Kornet,C,25,BOS,2,0,2.5,0.5,0.5,0,0,0.5,0.5,0,1.5,1.5,0,0,0,0,1.5,5,0,27.3,0,0,34.7,0.798
2020,Tacko Fall,C,24,BOS,2,0,1.5,0.5,0.5,0,0,0.5,0.5,0,0.5,0.5,0,0,0,0,1.5,3,0,39.8,0,0,18.7,0.798
2020,Robin Lopez,C,31,MIL,3,0,7,1,1.3,0,0,1,1.3,0,1.3,1.3,0,0,0,0,2,21,0,10,0,0,10.2,0.75
2019,Jon Leuer,PF,29,DET,1,0,5,1,2,0,0,1,2,0,0,0,0,0,0,0,2,5,0,0.5,0,0,0,0.41
2018,Glenn Robinson III,SF,24,IND,2,0,3,0.5,0.5,0,0,0.5,0.5,0,0.5,0.5,0,0,0,0,1,6,0,17,0,0,10.2,1
2018,Zhou Qi,C,22,HOU,3,0,2,0.3,0.3,0,0,0.3,0.3,0,0.3,0.3,0,0,0,0,0.7,6,0,16.3,0,0,9.2,1
2018,Meyers Leonard,C,25,POR,2,0,4,2,2,0,0,2,2,0,2,2,0,0,0,0,4,8,0,48.4,0,0,27.7,1
2018,Joffrey Lauvergne,C,26,SAS,1,0,6,1,1,0,0,1,1,0,1,1,0,0,0,0,2,6,0,16.5,0,0,9.4,1
2016,Jeff Ayres,C,28,LAC,2,0,1,0.5,0.5,0,0,0.5,0.5,0,0,0,0,0,0,0,1.5,2,0,68.8,0,0,0,1.042
2016,Jodie Meeks,SG,28,DET,1,0,2,1,1,0,0,1,1,0,0,0,0,0,0,0,2,2,0,46.3,0,0,0,1
2015,Kris Humphries,PF,29,WAS,1,0,5,1,1,0,0,1,1,0,3,3,0,0,0,0,2,5,0,21.6,0,0,32.6,1
2015,Ekpe Udoh,PF,27,LAC,4,0,3,0.3,0.8,0,0,0.3,0.8,0,0.8,0.8,0,0,0,0,0.5,12,0,-0.3,0,0,13.2,0.333
2015,Greg Stiemsma,C,29,TOR,1,0,2,2,2,0,0,2,2,0,0,0,0,0,0,0,5,2,0,101.6,0,0,0,0.868
2013,Gustavo Ayón,C,27,MIL,3,0,2.3,0.7,1.3,0,0,0.7,1.3,0,0,0,0,0,0,0,1.3,7,0,14.1,0,0,0,0.5
2012,Jeff Ayres,C,24,IND,4,0,2.3,0.3,0.8,0,0,0.3,0.8,0,0.5,0.5,0,0,0,0,0.5,9,0,0.2,0,0,12.9,0.333
2012,Juwan Howard,PF,38,MIA,9,0,2.7,0.2,0.8,0,0,0.2,0.8,0,0.1,0.1,0,0,0,0,0.8,24,0,5.4,0,0,2.5,0.4
2011,Kosta Koufos,C,21,DEN,1,0,2,1,1,0,0,1,1,0,0,0,0,0,0,0,2,2,0,43.8,0,0,0,1
2010,Matt Carroll,SG,29,DAL,1,0,5,1,1,0,0,1,1,0,1,1,0,0,0,0,2,5,0,21.2,0,0,11.2,1
2010,Devin Brown,SG,31,CHI,1,0,2,1,1,0,0,1,1,0,1,1,0,0,0,0,2,2,0,41,0,0,29.1,0.694
2010,Derrick Brown,SF,22,CHA,2,0,0.5,0.5,0.5,0,0,0.5,0.5,0,0,0,0,0,0,0,1,1,0,90.6,0,0,0,1
2008,James Augustine,PF,23,ORL,1,0,2,1,1,0,0,1,1,0,1,1,0,0,0,0,2,2,0,54.8,0,0,29.3,1
2008,Jeremy Richardson,SF,23,ATL,3,0,2,0.3,1.3,0,0,0.3,1.3,0,0,0,0,0,0,0,0.7,6,0,-8.9,0,0,0,0.25
2007,Adonal Foyle,C,31,GSW,3,0,2,0.3,0.3,0,0,0.3,0.3,0,0.7,0.7,0,0,0,0,0.7,6,0,20,0,0,18.6,1
2007,Hassan Adams,SG,22,NJN,6,0,1.5,0.2,0.3,0,0,0.2,0.3,0,0.2,0.2,0,0,0,0,0.3,9,0,0.5,0,0,6.6,0.5
2007,Mike Sweetney,C,24,CHI,1,0,3,1,2,0,0,1,2,0,0,0,0,0,0,0,2,3,0,-4.2,0,0,0,0.347
2007,Eric Piatkowski,SG,36,PHO,1,0,3,1,1,0,0,1,1,0,0,0,0,0,0,0,2,3,0,29.3,0,0,0,1
2006,Daniel Ewing,SG,22,LAC,6,0,0.8,0.2,0.2,0,0,0.2,0.2,0,0,0,0,0,0,0,0.3,5,0,17.7,0,0,0,1
2006,Antoine Wright,SG,21,NJN,5,0,2,0.2,0.8,0,0,0.2,0.8,0,0,0,0,0,0,0,0.8,10,0,3.7,0,0,0,0.376
2006,Corliss Williamson,SF,32,SAC,3,0,3.7,0.7,1.7,0,0,0.7,1.7,0,0.3,0.3,0,0,0,0,2.3,11,0,16.1,0,0,5.8,0.554
2004,Ryan Bowen,PF,28,DEN,4,0,1.5,0.3,0.3,0,0,0.3,0.3,0,0,0,0,0,0,0,0.5,6,0,16.3,0,0,0,1
2003,Tom Gugliotta,PF,33,PHO,2,0,5,1,2,0,0,1,2,0,1,1,0,0,0,0,2.5,10,0,12.8,0,0,10.6,0.512
2003,John Amaechi,C,32,UTA,2,0,8,0.5,2,0,0,0.5,2,0,0.5,0.5,0,0,0,0,2,16,0,-2.2,0,0,3.8,0.347
2002,Bruno Šundov,C,21,IND,1,0,2,1,1,0,0,1,1,0,0,0,0,0,0,0,2,2,0,45.9,0,0,0,1
2000,Stacey Augmon,SG,31,POR,7,0,4.9,0.6,1.7,0,0,0.6,1.7,0,0.3,0.3,0,0,0,0,1.3,34,0,-0.2,0,0,3.7,0.349
1999,Gerald Brown,SG,23,PHO,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,2,1,0,93.6,0,0,0,1
1999,Herb Williams,C,40,NYK,8,0,2,0.1,0.6,0,0,0.1,0.6,0,0.4,0.4,0,0,0,0,0.3,16,0,-4.8,0,0,11.5,0.2
1999,Dominique Wilkins,SF,39,ORL,1,0,3,1,2,0,0,1,2,0,0,0,0,0,0,0,2,3,0,17.4,0,0,0,0.5
1997,Scott Brooks,PG,31,NYK,4,0,1.8,0.3,0.5,0,0,0.3,0.5,0,0,0,0,0,0,0,0.8,7,0,14,0,0,0,0.615
1997,Mitchell Butler,SG,26,POR,2,0,2,0.5,1,0,0,0.5,1,0,0.5,0.5,0,0,0,0,1,4,0,16.9,0,0,15.7,0.5
1997,Michael Curry,SG,28,DET,2,0,3.5,0.5,1,0,0,0.5,1,0,0.5,0.5,0,0,0,0,1,7,0,4.9,0,0,9.3,0.41
1997,Herb Williams,PF,38,NYK,3,0,7.7,0.7,1.7,0,0,0.7,1.7,0,0.3,0.3,0,0,0,0,1.3,23,0,0,0,0,2.7,0.4
1996,Adrian Caldwell,PF,29,IND,1,0,3,1,1,0,0,1,1,0,1,1,0,0,0,0,2,3,0,37.4,0,0,20.5,1
1995,Steve Scheffler,C,27,SEA,1,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,2,1,0,97.6,0,0,61.7,1
1995,Monty Williams,SF,23,NYK,1,0,4,2,2,0,0,2,2,0,0,0,0,0,0,0,4,4,0,38.3,0,0,0,1
1994,John Battle,SG,31,CLE,1,0,8,1,1,0,0,1,1,0,2,2,0,0,0,0,2,8,0,16.2,0,0,15.7,1
1994,Rex Walters,SG,23,NJN,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,2,1,0,87.5,0,0,0,1
1993,Greg Foster,PF,24,ATL,1,0,5,1,3,0,0,1,3,0,1,1,0,0,0,0,5,5,0,29.4,0,0,11.2,0.525
1993,Mike Gminski,C,33,CHH,2,0,2.5,0.5,1,0,0,0.5,1,0,0.5,0.5,0,0,0,0,1,5,0,12.3,0,0,11.8,0.5
1991,Dave Hoppen,C,26,PHI,3,0,3,1,1,0,0,1,1,0,1,1,0,0,0,0,2,9,0,26.5,0,0,20.7,0.773
1991,Gary Leonard,C,23,ATL,2,0,2.5,1,1,0,0,1,1,0,1,1,0,0,0,0,2,5,0,39.5,0,0,20.6,1
1991,Dave Corzine,C,34,SEA,2,0,6,1,1.5,0,0,1,1.5,0,0.5,0.5,0,0,0,0,2.5,12,0,13.5,0,0,5,0.727
1991,Irving Thomas,PF,25,LAL,3,0,1.7,0.3,0.3,0,0,0.3,0.3,0,0,0,0,0,0,0,0.7,5,0,16.1,0,0,0,1
1990,Tito Horford,C,24,MIL,2,0,1,0.5,0.5,0,0,0.5,0.5,0,0,0,0,0,0,0,1,2,0,39.2,0,0,0,1
1990,Jeff Sanders,PF,24,CHI,3,0,1,0.3,0.3,0,0,0.3,0.3,0,0,0,0,0,0,0,0.7,3,0,26.9,0,0,0,1
1990,Mark McNamara,C,30,LAL,2,0,2.5,0.5,2,0,0,0.5,2,0,0.5,0.5,0,0,0,0,1,5,0,-5.4,0,0,11.9,0.25
1989,John Long,SG,32,DET,4,0,2,0.3,0.3,0,0,0.3,0.3,0,0,0,0,0,0,0,1.3,8,0,27.4,0,0,0,1.078
1989,Mark McNamara,C,29,LAL,3,0,2.3,0.3,0.7,0,0,0.3,0.7,0,0.3,0.3,0,0,0,0,1,7,0,11.8,0,0,8.2,0.521
1987,Michael Holton,PG,25,POR,2,0,4.5,0.5,1,0,0,0.5,1,0,0.5,0.5,0,0,0,0,1,9,0,4.5,0,0,6.3,0.5
1987,Mark McNamara,C,27,PHI,1,0,2,1,1,0,0,1,1,0,1,1,0,0,0,0,2,2,0,44.1,0,0,28.4,1
1986,Steve Hayes,C,30,UTA,1,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,2,1,0,92.5,0,0,54.1,1
1986,Uwe Blab,C,23,DAL,1,0,6,2,3,0,0,2,3,0,1,1,0,0,0,0,4,6,0,19.4,0,0,9.6,0.667
1985,Major Jones,PF,31,DET,1,0,4,1,1,0,0,1,1,0,0,0,0,0,0,0,2,4,0,18,0,0,0,1
1985,Chris Engler,C,25,MIL,1,0,6,1,1,0,0,1,1,0,2,2,0,0,0,0,2,6,0,12,0,0,19.8,1
1984,Eric Fernsten,PF,30,NYK,2,,1.5,0.5,1,0,0,0.5,1,0,0,0,0,0,0,0,1,3,0,14.7,0,0,0,0.5
1984,Billy Paultz,C,35,ATL,2,,3.5,0.5,1.5,0,0,0.5,1.5,0,0,0,0,0,0,0,1,7,0,1.6,0,0,0,0.333
1983,Jeff Lamp,SF,23,POR,1,,1,1,2,0,0,1,2,0,0,0,0,0,0,0,2,1,0,42.3,0,0,0,0.5
1983,Rickey Brown,C,24,ATL,2,,7.5,0.5,1.5,0,0,0.5,1.5,0,1.5,1.5,0,0,0,0,1.5,15,0,2.6,0,0,10.3,0.387
1983,Steve Mix,SF,35,LAL,8,,3.3,0.3,0.6,0,0,0.3,0.6,0,0.1,0.1,0,0,0,0,0.9,26,0,3.8,0,0,2.1,0.554
1983,Mark McNamara,C,23,PHI,2,,1,1,1,0,0,1,1,0,0.5,0.5,0,0,0,0,2,2,0,85.2,0,0,27.9,1
1982,Mike Gminski,C,22,NJN,1,,10,2,3,0,0,2,3,0,2,2,0,0,0,0,5,10,0,15.6,0,0,11.9,0.644
1981,Mike Harper,PF,23,POR,1,,6,1,1,0,0,1,1,0,1,1,0,0,0,0,3,6,0,24.3,0,0,9.6,1.042
2021,Precious Achiuwa,PF,21,MIA,3,0,4,1,1.3,0,0,1,1.3,0,2,2,0,0,0.7,1.3,2.3,12,0,8.1,0,41,24.3,0.608
2021,Brandon Clarke,PF,24,MEM,2,0,4.5,0.5,1,0,0,0.5,1,0,0.5,0.5,0,0,0.5,0,1,9,0,9.9,0,0,6.1,0.5
2019,Jarred Vanderbilt,PF,19,DEN,3,0,1.7,0,0,0,0,0,0,0,0.3,0.3,0,0,0.3,0,0,5,0,11.3,0,,10.5,
2019,Abdel Nader,SF,25,OKC,3,0,1.7,0.3,0.7,0,0,0.3,0.7,0,0,0,0,0,0.3,0,0.7,5,0,16.1,0,0,0,0.5
2017,Kris Humphries,PF,31,ATL,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,13.2,0,,0,
2017,Joel Bolomboy,PF,23,UTA,2,0,4.5,1,1.5,0,0,1,1.5,0,1,1,0,0,0.5,0,2,9,0,21.8,0,0,13.3,0.667
2017,Jordan Mickey,PF,22,BOS,2,0,9,1,2.5,0,0,1,2.5,0,2.5,2.5,0,0,0.5,0.5,2,18,0,1.8,0,16.7,16.3,0.4
2016,Glenn Robinson III,SF,22,IND,4,0,2.5,0.8,1,0,0,0.8,1,0,0,0,0,0,0.3,0,1.8,10,0,32.4,0,0,0,0.788
2015,Cory Joseph,PG,23,SAS,4,0,5.5,1.3,1.5,0,0,1.3,1.5,0,0.3,0.3,0,0,0.3,0.3,2.8,22,0,17.3,0,12.7,2.4,0.799
2012,Ish Smith,PG,23,ORL,1,0,5,0,0,0,0,0,0,0,1,1,0,0,1,0,0,5,0,11.7,0,,11.5,
2011,Chris Johnson,C,25,POR,4,0,4.8,0.3,0.3,0,0,0.3,0.3,0,1.3,1.3,0,0,0.5,0,1,19,0,16.4,0,0,16.3,1.064
2010,Ian Mahinmi,C,23,SAS,2,0,9.5,1.5,3,0,0,1.5,3,0,1,1,0,0,0.5,1,4.5,19,0,9.1,0,20.5,6,0.58
2009,D.J. Mbenga,C,28,LAL,7,0,2.3,0.1,0.9,0,0,0.1,0.9,0,0.4,0.4,0,0,0.3,0.3,0.3,16,0,-6.6,0,25,10.9,0.167
2008,Brian Skinner,C,31,PHO,4,0,5.3,0.5,1,0,0,0.5,1,0,0.8,0.8,0,0,0.8,0,2,21,0,14.3,0,0,8.4,0.532
2007,Pat Burke,C,33,PHO,3,0,2.3,0.3,0.7,0,0,0.3,0.7,0,0.3,0.3,0,0,0.3,0,0.7,7,0,6.8,0,0,8.3,0.5
2003,Gerald Wallace,SF,20,SAC,7,0,2.6,0.3,0.7,0,0,0.3,0.7,0,0.7,0.7,0,0,0.1,0.3,0.9,18,0,4.8,0,25.4,15.4,0.51
2002,Michael Stewart,C,26,TOR,1,0,8,2,2,0,0,2,2,0,3,3,0,0,1,1,4,8,0,22.8,0,33.3,22.8,1
1999,Stanley Roberts,C,28,HOU,3,0,6.7,0,2,0,0,0,2,0,1,1,0,0,1.3,0,0.3,20,0,-4.9,0,0,8.3,0.073
1998,Greg Anderson,C,33,ATL,1,0,4,0,0,0,0,0,0,0,2,2,0,0,1,1,0,4,0,-11,0,53.2,31.9,0
1998,Shawnelle Scott,C,25,CLE,1,0,3,1,2,0,0,1,2,0,0,0,0,0,1,1,2,3,0,11,0,33.3,0,0.5
1998,David Vaughn,PF,24,NJN,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,40.7,0,,0,
1996,Herb Williams,PF,37,NYK,5,0,6.6,0.6,1,0,0,0.6,1,0,0,0,0,0,0.4,0.2,1.8,33,0,9,0,12.9,0,0.666
1994,Doug Edwards,PF,23,ATL,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,12.3,0,,0,
1993,Isaac Austin,C,23,UTA,1,0,3,1,2,0,0,1,2,0,1,1,0,0,1,0,2,3,0,28.5,0,0,19.2,0.5
1993,Joe Kleine,C,31,BOS,4,0,7.3,0.8,1.3,0,0,0.8,1.3,0,1.3,1.3,0,0,0.3,0,1.5,29,0,8.1,0,0,11,0.6
1993,Jerrod Mustaf,PF,23,PHO,7,0,1.4,0.4,0.7,0,0,0.4,0.7,0,0.3,0.3,0,0,0.1,0,0.9,10,0,23.3,0,0,11.6,0.6
1992,James Donaldson,C,34,NYK,2,0,5.5,1,1,0,0,1,1,0,2,2,0,0,0.5,1,2,11,0,11.6,0,50,22.2,1
1990,William Bedford,C,26,DET,5,0,3.8,0.2,1.2,0,0,0.2,1.2,0,0.4,0.4,0,0,0.2,0,0.8,19,0,-0.4,0,0,6.1,0.291
1987,Granville Waiters,C,26,CHI,2,0,4,0,0,0,0,0,0,0,0.5,0.5,0,0,0.5,0,0,8,0,4.3,0,,7.8,
1986,Mike Smrek,C,23,CHI,3,0,1.7,0,0.3,0,0,0,0.3,0,0,0,0,0,0.3,0,0,5,0,-5.9,0,0,0,0
1986,Jeff Wilkins,C,30,SAS,3,0,5.3,0,0.3,0,0,0,0.3,0,1,1,0,0,0.7,0,0,16,0,-0.6,0,0,11.9,0
1984,Lionel Hollins,PG,30,DET,2,,3,0,0.5,0,0,0,0.5,0,0,0,0,0,0.5,1,0,6,0,-15.9,0,66.7,0,0
1982,James Ray,PF,24,DEN,1,,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,7.5,0,,0,
1981,Kevin Restani,SF,29,SAS,3,,3.7,0.3,1,0,0,0.3,1,0,0.7,0.7,0,0,0.3,0.3,0.7,11,0,-0.2,0,25,11.2,0.333
